customer_id,total_order_value,basket_size,purchase_frequency,age,Cluster
735,18050.67,5.6,5,33,1
736,29640.53,7.1,10,75,0
737,18857.54,6.0,5,99,2
738,13010.09,7.4,5,42,1
739,24907.5,6.0,6,71,2
740,23268.21,7.714285714285714,7,75,0
741,16090.21,8.2,5,52,1
742,14238.27,6.666666666666667,6,62,2
743,27532.61,6.714285714285714,7,75,0
744,13320.4,6.0,4,27,1
745,12660.57,7.0,5,56,2
746,14569.96,5.8,5,59,2
747,4513.61,6.0,5,84,2
748,26865.73,8.4,5,17,1
749,16762.690000000002,6.5,6,28,1
750,3545.45,5.5,2,42,1
751,18449.17,7.666666666666667,6,77,2
752,12987.310000000001,6.0,3,9,1
753,31095.84,6.375,8,32,0
754,34324.85,5.7,10,42,0
755,26322.15,6.285714285714286,7,54,0
756,30576.95,7.0,9,66,0
757,12241.34,7.4,5,17,1
758,15180.55,4.428571428571429,7,84,2
759,43025.08,5.785714285714286,14,34,0
760,19405.4,7.142857142857143,7,54,2
761,10457.56,7.75,4,23,1
762,4223.25,5.333333333333333,3,61,2
763,18202.24,7.666666666666667,6,87,2
764,7945.25,8.0,2,34,1
765,47830.97,6.7272727272727275,11,77,0
766,27899.989999999998,6.75,8,75,0
767,20181.7,6.75,8,87,2
768,16792.96,6.0,6,93,2
769,8297.1,6.75,4,82,2
770,8838.45,8.6,5,56,2
771,14734.61,6.25,4,72,2
772,11015.52,7.5,4,9,1
773,33859.58,6.0,7,50,0
774,4948.0,5.666666666666667,3,67,2
775,9427.49,4.5,6,9,1
776,36089.06,7.625,8,36,0
777,28923.53,7.666666666666667,6,61,0
778,19113.739999999998,8.666666666666666,3,55,2
779,22877.510000000002,6.166666666666667,6,11,1
780,13001.349999999999,5.75,4,86,2
781,34699.87,7.625,8,53,0
782,5709.13,5.25,4,56,2
783,17181.57,6.2,5,48,1
784,14866.48,5.6,5,12,1
785,16053.63,6.4,5,16,1
786,21551.1,5.75,8,31,0
787,41966.62,7.333333333333333,9,3,0
788,31334.3,7.625,8,70,0
789,6822.4,8.75,4,96,2
790,4904.21,4.5,4,12,1
791,8872.11,7.5,2,67,2
792,16645.49,6.75,8,2,1
793,14386.7,6.5,6,78,2
794,39962.159999999996,6.5,10,62,0
795,12405.23,7.5,4,49,1
796,24973.48,7.4,5,95,2
797,3846.83,4.75,4,29,1
798,12390.619999999999,5.25,4,26,1
799,15577.09,5.4,5,34,1
800,32629.1,7.6,5,43,0
801,24769.0,8.285714285714286,7,64,0
802,16648.58,7.333333333333333,6,80,2
803,18876.43,7.666666666666667,3,25,1
804,16337.84,6.714285714285714,7,43,1
805,27819.96,7.25,8,53,0
806,33455.46,7.125,8,14,0
807,5804.83,6.0,3,25,1
808,11500.61,7.25,4,21,1
809,36322.94,8.285714285714286,7,10,0
810,42198.7,8.11111111111111,9,90,0
811,18779.89,7.333333333333333,6,90,2
812,13505.9,6.666666666666667,3,72,2
813,20283.53,8.25,4,31,1
814,5802.54,5.0,4,30,1
815,27764.17,5.2727272727272725,11,20,0
816,14438.449999999999,5.0,10,60,0
817,9510.9,10.0,1,30,1
818,35027.39,7.375,8,35,0
819,13333.140000000001,6.0,5,12,1
820,22093.19,8.2,5,44,1
821,22589.78,5.444444444444445,9,45,0
822,22562.8,6.1,10,42,0
823,36101.41,7.375,8,20,0
824,22645.81,7.166666666666667,6,23,1
825,25508.02,7.142857142857143,7,3,1
826,25174.15,8.0,5,42,1
827,29639.34,7.444444444444445,9,94,0
828,6632.17,4.166666666666667,6,64,2
829,18071.55,7.166666666666667,6,3,1
830,7522.56,8.5,4,42,1
831,24697.05,6.571428571428571,7,15,1
832,16048.25,8.6,5,56,2
833,23797.87,6.888888888888889,9,67,0
834,9915.27,6.0,4,80,2
835,36680.68,6.9,10,27,0
836,17890.78,8.5,4,96,2
837,24984.010000000002,7.0,8,9,0
838,12773.699999999999,7.5,2,16,1
839,30713.7,7.2727272727272725,11,81,0
840,15376.73,4.833333333333333,6,59,2
841,24160.79,5.444444444444445,9,75,0
842,30655.47,7.555555555555555,9,73,0
843,27293.09,7.0,8,20,0
844,14156.32,5.5,6,72,2
845,24280.11,7.2,5,71,2
846,12248.96,4.75,4,34,1
847,24126.31,7.714285714285714,7,69,0
848,28357.67,7.0,5,89,2
849,18152.309999999998,5.2,5,97,2
850,15113.48,6.666666666666667,3,68,2
851,7374.75,7.0,4,18,1
852,26604.74,6.875,8,52,0
853,45034.47,6.785714285714286,14,53,0
854,11172.13,5.75,4,50,2
855,17623.99,6.8,5,81,2
856,7931.74,3.5,4,24,1
857,45910.07,8.0,8,51,0
858,9592.35,6.333333333333333,3,20,1
859,18804.73,6.0,4,52,2
860,25431.08,6.571428571428571,7,64,0
861,15723.130000000001,7.166666666666667,6,43,1
862,7832.88,6.5,2,90,2
863,31586.75,8.5,8,39,0
864,21412.64,6.5,4,95,2
865,31890.09,7.8,5,44,0
866,15531.21,6.857142857142857,7,63,2
867,18224.81,6.75,4,78,2
868,15098.99,8.666666666666666,3,76,2
869,15434.91,6.0,4,45,1
870,11207.23,6.75,4,21,1
871,22350.04,9.2,5,48,1
872,21103.28,6.625,8,18,1
873,9897.52,6.5,4,52,2
874,20568.83,6.5,6,57,2
875,22566.4,5.833333333333333,6,51,2
876,39357.69,8.142857142857142,7,4,0
877,18008.170000000002,6.0,8,22,1
878,21049.29,6.222222222222222,9,19,0
879,40151.47,8.285714285714286,7,7,0
880,26001.63,8.166666666666666,6,26,1
881,23229.33,7.4,5,89,2
882,28474.75,5.5,8,83,0
883,10197.23,7.0,3,51,2
884,21458.25,5.714285714285714,7,69,2
885,16783.17,4.0,6,21,1
886,18397.879999999997,7.333333333333333,3,100,2
887,17437.260000000002,7.666666666666667,6,67,2
888,14886.88,6.5,4,82,2
889,14576.29,6.8,5,7,1
890,2719.71,6.5,2,44,1
891,19183.93,5.4,5,6,1
892,6825.139999999999,8.0,4,17,1
893,17805.149999999998,5.75,4,89,2
894,12197.76,5.833333333333333,6,20,1
895,13527.02,6.6,5,63,2
896,12956.75,5.75,4,52,2
897,23733.98,5.888888888888889,9,5,0
898,12604.710000000001,5.25,8,30,1
899,19684.29,5.2,5,93,2
900,22627.71,4.5,8,39,0
901,15389.0,7.166666666666667,6,49,1
902,24595.67,7.4,5,93,2
903,27652.14,7.0,6,95,2
904,14192.66,7.666666666666667,6,26,1
905,23165.91,6.333333333333333,6,57,2
906,14580.94,7.4,5,75,2
907,36671.96,7.8,10,27,0
908,22243.78,5.875,8,23,1
909,12129.48,7.6,5,39,1
910,5277.38,7.6,5,30,1
911,7188.01,5.5,2,88,2
912,13633.08,6.0,4,19,1
913,50389.13,7.615384615384615,13,53,0
914,29769.260000000002,7.428571428571429,7,76,0
915,19054.47,7.2,5,99,2
916,11112.92,7.0,3,86,2
917,17018.17,8.75,4,63,2
918,5882.79,4.75,4,47,2
919,36893.09,7.2,10,36,0
920,30920.9,6.909090909090909,11,20,0
921,14126.57,6.0,4,78,2
922,23976.89,6.5,6,15,1
923,26125.5,8.4,5,1,1
924,11253.689999999999,6.4,5,3,1
925,20289.06,7.0,5,78,2
926,47806.87,7.333333333333333,9,12,0
927,15288.37,7.0,4,47,1
928,5168.54,5.25,4,88,2
929,44294.659999999996,6.066666666666666,15,3,0
930,22635.41,6.125,8,24,0
931,11552.439999999999,5.6,5,9,1
932,12373.07,7.4,5,81,2
933,36449.03,8.11111111111111,9,1,0
934,40502.9,6.7,10,16,0
935,25932.08,8.75,4,40,1
936,12784.55,4.333333333333333,6,42,1
937,23379.45,8.0,4,51,1
938,14711.99,7.833333333333333,6,38,1
939,9168.67,4.25,4,15,1
940,22137.78,7.6,5,70,2
941,13517.01,9.0,4,97,2
942,29607.45,6.8,10,11,0
943,14389.73,6.333333333333333,6,72,2
944,26228.430000000004,8.166666666666666,6,75,0
945,15692.630000000001,5.166666666666667,6,9,1
946,19646.95,6.285714285714286,7,70,2
947,16745.77,6.857142857142857,7,55,2
948,6552.530000000001,5.666666666666667,3,30,1
949,15910.3,7.0,4,5,1
950,25858.37,7.5,6,86,2
951,22843.52,6.0,8,68,0
952,11871.53,7.666666666666667,3,82,2
953,5721.05,4.75,4,94,2
954,10074.84,6.0,3,96,2
955,18915.76,5.666666666666667,6,33,1
956,35024.8,7.181818181818182,11,50,0
957,14446.15,6.5,4,39,1
958,11237.78,7.5,4,68,2
959,41175.19,7.166666666666667,12,68,0
960,21981.79,5.571428571428571,7,99,2
961,29569.85,6.3,10,99,0
962,37905.61,7.444444444444445,9,44,0
963,38139.66,6.222222222222222,9,34,0
964,25356.05,8.571428571428571,7,89,0
965,5704.15,6.0,4,40,1
966,42099.31,6.25,12,76,0
967,40397.600000000006,8.25,8,82,0
968,2965.62,4.75,4,29,1
969,27942.100000000002,6.875,8,73,0
970,19466.35,7.0,6,77,2
971,19113.28,7.0,5,38,1
972,49851.09,8.9,10,86,0
973,27976.39,7.714285714285714,7,65,0
974,15647.16,7.75,4,48,1
975,11570.73,5.4,5,9,1
976,9542.460000000001,4.666666666666667,3,5,1
977,35544.64,7.666666666666667,6,48,0
978,47420.74,6.583333333333333,12,37,0
979,28263.440000000002,6.75,8,27,0
980,29216.73,7.333333333333333,6,37,0
981,9213.48,7.75,4,36,1
982,17713.98,8.0,3,83,2
983,38921.69,6.333333333333333,9,7,0
984,21062.5,6.666666666666667,9,58,0
985,25303.9,6.75,8,3,1
986,32265.23,7.5,8,3,0
987,15918.869999999999,8.25,4,28,1
988,17040.809999999998,5.2,5,49,2
989,29992.75,7.142857142857143,7,84,0
990,19574.7,6.444444444444445,9,61,0
991,34833.32,7.875,8,56,0
992,34914.39,6.571428571428571,7,86,0
993,29808.9,7.285714285714286,7,36,0
994,51895.26,7.0,11,81,0
995,15977.45,6.75,4,21,1
996,29530.88,6.777777777777778,9,63,0
997,19804.9,7.5,4,86,2
998,24055.03,5.75,8,62,0
999,29824.06,7.333333333333333,9,72,0
1000,22258.260000000002,6.125,8,45,0
